Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
 145:  2z0m-A 11.0  5.1  161   331   14 PDB  MOLECULE: 337AA LONG HYPOTHETICAL ATP-DEPENDENT RNA                  
 146:  2eyq-A 11.0  9.8  194  1146   14 PDB  MOLECULE: TRANSCRIPTION-REPAIR COUPLING FACTOR;                      
 147:  6etx-G 11.0  3.4  255   680   13 PDB  MOLECULE: RUVB-LIKE 1;                                               
 148:  6bog-A 11.0 15.6  195   967   13 PDB  MOLECULE: RNA POLYMERASE-ASSOCIATED PROTEIN RAPA;                    
 149:  2fdc-A 10.9  3.8  245   505   18 PDB  MOLECULE: 5'-D(P*CP*GP*GP*CP*TP*CP*CP*AP*TP*CP*TP*CP*TP*AP*          
 150:  4ddt-A 10.9 13.8  209  1102   10 PDB  MOLECULE: REVERSE GYRASE;                                            
 151:  6s0k-h 10.9  9.2  287   838   15 PDB  MOLECULE: TRNA-CCA;                                                  
 152:  5vhe-A 10.9  4.0  345   871   16 PDB  MOLECULE: DEAH (ASP-GLU-ALA-HIS) BOX POLYPEPTIDE 36;                 
 153:  2ipc-A 10.8  9.2  287   939   15 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 154:  1s2m-A 10.8  3.5  174   377    7 PDB  MOLECULE: PUTATIVE ATP-DEPENDENT RNA HELICASE DHH1;                  
 155:  5f9h-G 10.8  4.1  275   653   15 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
 156:  4x2v-B 10.8  4.0  137   185   15 PDB  MOLECULE: NS6 PROTEASE;                                              
 157:  4ri0-A 10.8  4.7  143   306   20 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 158:  1t5l-A 10.8  4.2  186   595   16 PDB  MOLECULE: UVRABC SYSTEM PROTEIN B;                                   
 159:  5m59-E 10.8 17.7  359  1740   13 PDB  MOLECULE: PUTATIVE PRE-MRNA SPLICING FACTOR;                         
 160:  6gox-A 10.8  7.4  194   777   12 PDB  MOLECULE: PROTEIN TRANSLOCASE SUBUNIT SECA;                          
 161:  3qo6-B 10.7  6.3  159   328   16 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
 162:  1xtk-A 10.7  3.5  150   382   14 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE P47;                   
 163:  5lst-A 10.7  4.6  280   617   15 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE Q4;                             
 164:  2z9i-A 10.6  5.6  151   284   15 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 165:  6jde-B 10.6  6.5  242   567   13 PDB  MOLECULE: PUTATIVE DNA REPAIR HELICASE RADD;                         
 166:  5tnu-A 10.6 10.2  126   441   20 PDB  MOLECULE: DNA-DEPENDENT ATPASE XPBII;                                
 167:  4ic5-A 10.6  4.5  136   210   16 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 168:  4nho-A 10.6  4.7  145   443   16 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX23;                 
 169:  5z3g-Y 10.6  4.8  164   438   13 PDB  MOLECULE: 25S RRNA;                                                  
 170:  4ljy-A 10.6  9.5  145   451   17 PDB  MOLECULE: PRE-MRNA-PROCESSING ATP-DEPENDENT RNA HELICASE PR          
 171:  3h7o-A 10.5  2.8  140   228   10 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
 172:  3llm-A 10.5  3.0  139   235   14 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE A;                              
 173:  4nl8-E 10.5  3.8  246   571   15 PDB  MOLECULE: SINGLE-STRANDED DNA-BINDING PROTEIN;                       
 174:  3mmg-A 10.5  3.3  131   217   15 PDB  MOLECULE: NUCLEAR INCLUSION PROTEIN A;                               
 175:  2w7u-B 10.5  3.1  132   200   18 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 176:  4nl8-A 10.5  4.0  222   549   15 PDB  MOLECULE: SINGLE-STRANDED DNA-BINDING PROTEIN;                       
 177:  1fuu-B 10.5  5.9  153   380   14 PDB  MOLECULE: YEAST INITIATION FACTOR 4A;                                
 178:  6aic-A 10.5  3.2  134   202   17 PDB  MOLECULE: DEAD-BOX ATP-DEPENDENT RNA HELICASE CSHA;                  
 179:  6dcr-A 10.5  4.4  271   639   15 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 180:  6dcr-B 10.5  4.4  244   600   16 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 181:  2fwr-A 10.4 11.8  136   434   19 PDB  MOLECULE: DNA REPAIR PROTEIN RAD25;                                  
 182:  3lgu-A 10.4  4.6  134   191   19 PDB  MOLECULE: PROTEASE DEGS;                                             
 183:  4ct4-B 10.4  3.6  182   378   10 PDB  MOLECULE: CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 1;                  
 184:  6b4i-F 10.4  3.7  196   426   11 PDB  MOLECULE: NUCLEOPORIN GLE1;                                          
 185:  5zbz-A 10.4  3.2  134   218   17 PDB  MOLECULE: EUKARYOTIC INITIATION FACTOR 4A-I;                         
 186:  6fwr-A 10.3  3.7  266   699   14 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE DING;                           
 187:  1gl9-B 10.3  7.4  197  1020   11 PDB  MOLECULE: REVERSE GYRASE;                                            
 188:  1pjr-A 10.3  3.8  192   623   13 PDB  MOLECULE: PCRA;                                                      
 189:  2oxc-A 10.3  3.3  135   205   18 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX20;                 
 190:  2rb4-A 10.3  2.6  115   164   10 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX25;                          
 191:  5hzr-A 10.3 11.0  173   552   11 PDB  MOLECULE: SNF2-FAMILY ATP DEPENDENT CHROMATIN REMODELING FA          
 192:  1p3c-A 10.2  2.9  137   215   13 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 193:  4b3f-X 10.2  4.1  213   625   13 PDB  MOLECULE: DNA-BINDING PROTEIN SMUBP-2;                               
 194:  3gp8-A 10.2 11.9  233   551   17 PDB  MOLECULE: EXODEOXYRIBONUCLEASE V, SUBUNIT RECD, PUTATIVE;            
 195:  2fsf-B 10.1  7.6  208   723   11 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 196:  3sti-A 10.1  4.7  129   184   17 PDB  MOLECULE: PROTEASE DEGQ;                                             
 197:  1ky9-B 10.1 10.9  155   396   16 PDB  MOLECULE: PROTEASE DO;                                               
 198:  5sva-Y 10.1  3.6  252   562   13 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 199:  3cp7-A 10.0  3.4  142   216   11 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 200:  1z3i-X 10.0  7.0  202   644   13 PDB  MOLECULE: SIMILAR TO RAD54-LIKE;                                     
 201:  2pl3-A 10.0  3.2  132   232   16 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX10;                 
 202:  1lvo-D 10.0  8.7  145   301    8 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 203:  6g7e-B 10.0 12.4  198  1575   14 PDB  MOLECULE: HELICASE-LIKE PROTEIN;                                     
 204:  6ro4-B  9.9  3.9  235   675   17 PDB  MOLECULE: DNA1;                                                      
 205:  5lpe-A  9.9  3.2  134   204   15 PDB  MOLECULE: KALLIKREIN-10;                                             
 206:  5wwp-A  9.9 15.6  223   515    9 PDB  MOLECULE: ORF1AB;                                                    
 207:  6dgd-A  9.9  4.3  265   704   15 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 208:  4niy-D  9.8  3.3  130   195   11 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
 209:  4a15-A  9.8  3.6  252   596   15 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE TA0057;                         
 210:  1q0u-B  9.8  3.2  134   210   15 PDB  MOLECULE: BSTDEAD;                                                   
 211:  4lk4-A  9.8  3.2  134   326   12 PDB  MOLECULE: VESB PROTEASE;                                             
 212:  2lnc-A  9.8  3.7  138   188   11 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
 213:  6kw3-Y  9.8  4.9  258   548   12 PDB  MOLECULE: HISTONE H4;                                                
 214:  3fho-B  9.8  4.1  142   306   12 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DBP5;                           
 215:  3ly5-B  9.8  3.8  134   213   18 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX18;                          
 216:  5vvr-M  9.8  3.8  226   503   13 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 217:  1trn-A  9.7  3.4  138   224   12 PDB  MOLECULE: TRYPSIN;                                                   
 218:  4xqk-A  9.7  3.7  253  1517   13 PDB  MOLECULE: LLABIII;                                                   
 219:  1z6a-A  9.7 12.1  166   480   16 PDB  MOLECULE: HELICASE OF THE SNF2/RAD54 FAMILY;                         
 220:  2fsh-A  9.6  9.3  211   691   15 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 221:  2j0u-B  9.6  3.1  129   347   15 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX48;                          
 222:  3h5c-B  9.6  3.0  140   312   10 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 223:  2xzl-A  9.6 10.7  187   756   17 PDB  MOLECULE: ATP-DEPENDENT HELICASE NAM7;                               
 224:  3gdv-A  9.5  7.1  155   296   17 PDB  MOLECULE: DEGS PROTEASE;                                             
 225:  6nmi-A  9.5 10.9  206   653   12 PDB  MOLECULE: GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH H          
 226:  2pux-B  9.4  3.2  141   258    8 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
 227:  1uaa-A  9.4  3.9  229   636   14 PDB  MOLECULE: DNA (5'-                                                   
 228:  5ean-A  9.4 15.3  202  1051    9 PDB  MOLECULE: DNA REPLICATION ATP-DEPENDENT HELICASE/NUCLEASE D          
 229:  3p4x-B  9.4 10.3  154   410   10 PDB  MOLECULE: REVERSE GYRASE HELICASE-LIKE DOMAIN;                       
 230:  5x0x-O  9.4  6.1  260   583   12 PDB  MOLECULE: HISTONE H3.2;                                              
 231:  5h1y-B  9.4  3.5  140   245   14 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX41;                 
 232:  3j0c-C  9.3  2.8  119   162   15 PDB  MOLECULE: E1 ENVELOPE GLYCOPROTEIN;                                  
 233:  1a0j-A  9.3  3.4  138   223   11 PDB  MOLECULE: TRYPSIN;                                                   
 234:  5gju-A  9.3  3.3  130   199   21 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DEAD;                           
 235:  6bu9-A  9.3  4.4  210   399   15 PDB  MOLECULE: DICER-2, ISOFORM A;                                        
 236:  6bua-A  9.2 16.0  180   942   13 PDB  MOLECULE: DICER-2, ISOFORM A;                                        
 237:  3upu-A  9.2  4.0  203   439   11 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE DDA;                            
 238:  5zak-A  9.2  4.4  159  1314   17 PDB  MOLECULE: ENDORIBONUCLEASE DICER;                                    
 239:  3iuy-A  9.2  3.2  129   213   16 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX53;                 
 240:  6rfl-Y  9.1  4.2  221   600   10 PDB  MOLECULE: DNA-DEPENDENT RNA POLYMERASE SUBUNIT RPO132;               
 241:  3dkp-A  9.1  3.5  139   240   17 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX52;                 
 242:  6em3-D  9.1  3.5  128   194   10 PDB  MOLECULE: RIBOSOME PRODUCTION FACTOR 1;                              
 243:  2is4-B  9.1  4.2  170   632   15 PDB  MOLECULE: 25-MER;                                                    
 244:  1wrb-A  9.1  3.9  143   232   14 PDB  MOLECULE: DJVLGB;                                                    
 245:  1z8g-A  9.0  3.7  139   366   10 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 246:  5wwp-B  9.0 15.9  192   591   12 PDB  MOLECULE: ORF1AB;                                                    
 247:  4qt8-C  9.0  3.3  136   231    7 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
 248:  5lak-A  8.9  4.7  145   303   10 PDB  MOLECULE: 3CL PROTEASE;                                              
 249:  4duu-A  8.8  3.5  142   682   11 PDB  MOLECULE: PLASMINOGEN;                                               
 250:  1em8-A  8.8  2.7  109   147   11 PDB  MOLECULE: DNA POLYMERASE III CHI SUBUNIT;                            
 251:  1w36-B  8.8  8.3  237  1158   12 PDB  MOLECULE: EXODEOXYRIBONUCLEASE V BETA CHAIN;                         
 252:  2is6-A  8.8  4.2  178   654   15 PDB  MOLECULE: 5'-D(*CP*GP*AP*GP*CP*AP*CP*TP*GP*CP*AP*GP*TP*GP*C          
 253:  3dmn-A  8.8  3.0  114   161   11 PDB  MOLECULE: PUTATIVE DNA HELICASE;                                     
 254:  4cej-B  8.8  5.2  227  1156    9 PDB  MOLECULE: ATP-DEPENDENT HELICASE/NUCLEASE SUBUNIT A;                 
 255:  1zjk-A  8.7  3.4  133   389   11 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
 256:  3pjr-A  8.7  4.3  196   646   14 PDB  MOLECULE: 5'-D(*GP*CP*AP*GP*TP*GP*CP*TP*CP*GP*TP*TP*TP*TP*T          
 257:  3ber-A  8.7  3.9  133   220   17 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX47;                 
 258:  1gpz-A  8.7  3.3  132   368   11 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
 259:  4a5t-S  8.6  3.6  140   767   11 PDB  MOLECULE: PLASMINOGEN;                                               
 260:  4bxw-B  8.6  2.9  133   288   11 PDB  MOLECULE: FACTOR XA;                                                 
 261:  4a4d-A  8.5  3.6  140   253   16 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX5;                  
 262:  3wom-A  8.5  4.1  139   699   19 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 263:  6nmi-B  8.5  4.3  194   760   11 PDB  MOLECULE: GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH H          
 264:  6ppr-A  8.4 15.4  120   834   15 PDB  MOLECULE: UVRD/REP HELICASE;                                         
 265:  5jxf-A  8.4  4.3  142   696   14 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 266:  5oqj-0  8.3  3.8  257   698   13 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 267:  5lkm-A  8.2  4.1  126   390   10 PDB  MOLECULE: DNA REPAIR PROTEIN RADA;                                   
 268:  4zcf-C  8.2  4.1  180   627   16 PDB  MOLECULE: RESTRICTION ENDONUCLEASE ECOP15I, MODIFICATION SU          
 269:  3vkw-A  8.2  4.2  184   440   13 PDB  MOLECULE: REPLICASE LARGE SUBUNIT;                                   
 270:  3b85-A  8.2  4.1  126   187   17 PDB  MOLECULE: PHOSPHATE STARVATION-INDUCIBLE PROTEIN;                    
 271:  2i6q-A  8.1  3.4  136   503   10 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 272:  4bil-A  8.1 10.5  145   476   12 PDB  MOLECULE: DNA MATURASE B;                                            
 273:  3t2n-A  8.0  2.9  127   339    8 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 274:  3k65-B  8.0  3.3  127   274    8 PDB  MOLECULE: PROTHROMBIN;                                               
 275:  5edm-A  7.9  3.2  135   550    9 PDB  MOLECULE: PROTHROMBIN;                                               
 276:  1w36-F  7.8  6.1  227  1077    7 PDB  MOLECULE: EXODEOXYRIBONUCLEASE V BETA CHAIN;                         
 277:  1w36-C  7.8 18.5  136  1121    9 PDB  MOLECULE: EXODEOXYRIBONUCLEASE V BETA CHAIN;                         
 278:  4f4o-C  7.8  4.4  127   309   12 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 279:  6o9l-7  7.8  8.1  287   634   14 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 280:  4n0n-A  7.6 13.3  179   401   15 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 281:  5hd9-A  7.6  3.7  134   194   12 PDB  MOLECULE: ENCAPSIDATION PROTEIN;                                     
 282:  1w4r-A  7.3  3.7  133   174   11 PDB  MOLECULE: THYMIDINE KINASE;                                          
 283:  5oe9-C  7.2  4.5  159   415    9 PDB  MOLECULE: LARGE SUBUNIT TERMINASE;                                   
 284:  3u44-A  7.2  7.8  231  1122   11 PDB  MOLECULE: ATP-DEPENDENT HELICASE/NUCLEASE SUBUNIT A;                 
 285:  3k70-D  7.0  4.8  228   547   16 PDB  MOLECULE: EXODEOXYRIBONUCLEASE V BETA CHAIN;                         
 286:  6igm-H  6.8  2.7  124   373    9 PDB  MOLECULE: RUVB-LIKE 1;                                               
 287:  2zu6-F  6.3  4.2  133   271   12 PDB  MOLECULE: EUKARYOTIC INITIATION FACTOR 4A-I;                         
 288:  6eg2-A  5.6 10.4  104   619   13 PDB  MOLECULE: MALTOSE/MALTODEXTRIN-BINDING PERIPLASMIC PROTEIN,          
 289:  3cpe-A  5.5 10.1  162   553    9 PDB  MOLECULE: DNA PACKAGING PROTEIN GP17;                                
 290:  4i1s-A  4.5  8.0   95   238   13 PDB  MOLECULE: MELANOMA DIFFERENTIATION ASSOCIATED PROTEIN-5;             
 291:  4cgy-A  4.4  5.6  138   619    8 PDB  MOLECULE: DNA TOPOISOMERASE 3-ALPHA;                                 
 292:  2zpa-B  4.3  6.0  125   662   10 PDB  MOLECULE: UNCHARACTERIZED PROTEIN YPFI;                              
 293:  5d5h-A  3.8  5.8  126   688   10 PDB  MOLECULE: DNA TOPOISOMERASE 1;                                       
 294:  5gvc-A  3.6 11.4  137   612    6 PDB  MOLECULE: DNA TOPOISOMERASE 3-BETA-1;                                
 295:  2o5c-A  3.6  5.3  128   634    9 PDB  MOLECULE: 5'-D(*CP*GP*CP*AP*AP*CP*TP*T)-3';                          
 296:  4rul-A  3.5  5.5  112   821   10 PDB  MOLECULE: DNA TOPOISOMERASE 1;                                       
 297:  6ozw-A  2.4  6.9  106   538    8 PDB  MOLECULE: DNA TOPOISOMERASE 1;                                       


Results: 20200129_JHL_3lkwA
Query: 3lkwA
MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  3lkw-A 38.3  0.0  211   211  100 PDB  MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND             
   2:  5lc0-A 27.9  1.3  175   193   54 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
   3:  2wv9-A 27.4  1.4  170   600   58 PDB  MOLECULE: FLAVIVIRIN PROTEASE NS2B REGULATORY SUBUNIT, FLAV          
   4:  2yol-A 27.4  1.4  177   213   56 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
   5:  4m9m-A 26.0  1.8  172   202   69 PDB  MOLECULE: NS2B-NS3 PROTEASE;                                         
   6:  3u1i-B 26.0  0.8  155   168   75 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
   7:  5t1v-B 25.0  1.5  159   163   51 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
   8:  6urv-F 24.4  1.4  154   155   59 PDB  MOLECULE: NS2B;                                                      
   9:  5yvu-B 23.9  1.9  158   601   65 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  10:  4r8t-B 20.3  1.3  135   141   59 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
  11:  2m9p-A 18.0  3.7  184   240   62 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
  12:  5wdx-A 13.1  5.5  157   642   16 PDB  MOLECULE: JFH-1 NS3;                                                 
  13:  5lkl-A 13.1  2.8  150   704   17 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  14:  5lkl-B 12.6  3.8  154   679   17 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  15:  6bqj-C 12.6  3.3  150   207   13 PDB  MOLECULE: NS3 PROTEASE;                                              
  16:  5ilb-A 11.8  5.6  157   465   13 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
  17:  5hma-A 11.4  3.2  146   191   15 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
  18:  1rgq-B 11.4  3.4  137   186   14 PDB  MOLECULE: NS3 PROTEASE;                                              
  19:  3nzi-A 11.3  3.5  151   211   16 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  20:  1zyo-A 11.3  2.8  134   184   13 PDB  MOLECULE: SERINE PROTEASE;                                           
  21:  5il9-A 11.3  6.1  149   465   14 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
  22:  3nwu-B 11.2  3.2  138   183   16 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  23:  2w5e-A 11.2  3.1  132   162   14 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
  24:  4fln-B 11.2  5.4  148   464   15 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  25:  3pv3-A 11.1  6.3  151   392   19 PDB  MOLECULE: DEGQ;                                                      
  26:  3k6y-A 10.9  4.0  150   227   13 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  27:  2xya-A 10.9  2.9  139   182   11 PDB  MOLECULE: PICORNAIN 3C;                                              
  28:  3qo6-B 10.8  5.0  152   328   18 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  29:  3otp-A 10.8  4.8  154   381   16 PDB  MOLECULE: PROTEASE DO;                                               
  30:  3stj-A 10.8  4.1  150   300   11 PDB  MOLECULE: PROTEASE DEGQ;                                             
  31:  5jd8-A 10.7  4.4  145   272   17 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
  32:  4ynn-A 10.7  5.7  152   400   18 PDB  MOLECULE: PROTEASE DO;                                               
  33:  1agj-A 10.7  2.9  143   242   17 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
  34:  4x2v-B 10.6  3.4  132   185   17 PDB  MOLECULE: NS6 PROTEASE;                                              
  35:  5t69-A 10.5  4.6  136   284   20 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
  36:  6b6i-H 10.5  3.1  128   181   16 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
  37:  4ic5-A 10.4  3.2  139   210   17 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
  38:  4uon-A 10.4  3.4  125   154   15 PDB  MOLECULE: CAPSID PROTEASE;                                           
  39:  3mmg-A 10.4  3.6  136   217   15 PDB  MOLECULE: NUCLEAR INCLUSION PROTEIN A;                               
  40:  5y28-C 10.4  5.9  144   277   15 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  41:  2in2-A 10.4  2.9  136   182   13 PDB  MOLECULE: PICORNAIN 3C;                                              
  42:  1qy6-A 10.4  3.0  138   216   17 PDB  MOLECULE: SERINE PROTEASE;                                           
  43:  4ri0-A 10.3  4.6  153   306   16 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
  44:  4ink-A 10.3  2.9  134   203   19 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
  45:  3ruo-A 10.3  3.1  138   184    9 PDB  MOLECULE: HEVB EV93 3C PROTEASE;                                     
  46:  2z9i-A 10.2  3.3  137   284   18 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  47:  2w7u-B 10.2  2.9  134   200   15 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
  48:  2as9-A 10.2  3.0  137   207   14 PDB  MOLECULE: SERINE PROTEASE;                                           
  49:  6u1b-A 10.2  3.0  141   221   16 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
  50:  1soz-C 10.2  6.2  153   257   14 PDB  MOLECULE: PROTEASE DEGS;                                             
  51:  6e0u-A 10.2  3.0  140   241   14 PDB  MOLECULE: SERINE PROTEASE;                                           
  52:  1pq5-A 10.2  3.1  139   225   17 PDB  MOLECULE: TRYPSIN;                                                   
  53:  2ea3-A 10.1  3.0  131   183   11 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  54:  3h7o-A 10.0  3.1  142   228   15 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  55:  1p3c-A 10.0  2.8  135   215   12 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
  56:  3lgu-A 10.0  3.5  134   191   19 PDB  MOLECULE: PROTEASE DEGS;                                             
  57:  2ijd-1 10.0  3.5  145   644   12 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
  58:  1l1j-A 10.0  3.7  150   226   15 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
  59:  5mm8-A 10.0  3.1  131   197   14 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
  60:  3cp7-A  9.9  3.7  146   216   13 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
  61:  5lpe-A  9.9  3.1  139   204   17 PDB  MOLECULE: KALLIKREIN-10;                                             
  62:  1qa7-B  9.9  3.4  140   218    9 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
  63:  2eek-A  9.9  3.0  140   220   12 PDB  MOLECULE: TRYPSIN-1;                                                 
  64:  1sgc-A  9.9  2.9  126   181   14 PDB  MOLECULE: PROTEINASE A;                                              
  65:  3zv8-A  9.9  3.0  138   188    7 PDB  MOLECULE: 3C PROTEASE;                                               
  66:  1cgi-E  9.9  3.6  148   245   11 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  67:  4nsy-B  9.8  3.5  147   266   12 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
  68:  5c2z-A  9.8  2.9  137   248   14 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
  69:  2j92-A  9.8  3.3  140   201   11 PDB  MOLECULE: PICORNAIN 3C;                                              
  70:  6i44-A  9.8  3.1  142   596   13 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  71:  5gvt-A  9.8  3.1  143   236   11 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  72:  5dj7-A  9.8  4.0  145   230   14 PDB  MOLECULE: TRYPSIN;                                                   
  73:  1ym0-A  9.8  3.0  142   238   12 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
